分拣中心,日期,小时,货量
SC43,2023/12/01,0,89
SC43,2023/12/01,1,148
SC43,2023/12/01,2,153
SC43,2023/12/01,3,119
SC43,2023/12/01,4,78
SC43,2023/12/01,5,54
SC43,2023/12/01,6,54
SC43,2023/12/01,7,72
SC43,2023/12/01,8,91
SC43,2023/12/01,9,101
SC43,2023/12/01,10,99
SC43,2023/12/01,11,90
SC43,2023/12/01,12,81
SC43,2023/12/01,13,78
SC43,2023/12/01,14,79
SC43,2023/12/01,15,83
SC43,2023/12/01,16,87
SC43,2023/12/01,17,89
SC43,2023/12/01,18,88
SC43,2023/12/01,19,86
SC43,2023/12/01,20,84
SC43,2023/12/01,21,83
SC43,2023/12/01,22,84
SC43,2023/12/01,23,85
SC43,2023/12/02,0,86
SC43,2023/12/02,1,86
SC43,2023/12/02,2,86
SC43,2023/12/02,3,85
SC43,2023/12/02,4,85
SC43,2023/12/02,5,85
SC43,2023/12/02,6,85
SC43,2023/12/02,7,85
SC43,2023/12/02,8,85
SC43,2023/12/02,9,85
SC43,2023/12/02,10,85
SC43,2023/12/02,11,85
SC43,2023/12/02,12,85
SC43,2023/12/02,13,85
SC43,2023/12/02,14,85
SC43,2023/12/02,15,85
SC43,2023/12/02,16,85
SC43,2023/12/02,17,85
SC43,2023/12/02,18,85
SC43,2023/12/02,19,85
SC43,2023/12/02,20,85
SC43,2023/12/02,21,85
SC43,2023/12/02,22,85
SC43,2023/12/02,23,85
SC43,2023/12/03,0,85
SC43,2023/12/03,1,85
SC43,2023/12/03,2,85
SC43,2023/12/03,3,85
SC43,2023/12/03,4,85
SC43,2023/12/03,5,85
SC43,2023/12/03,6,85
SC43,2023/12/03,7,85
SC43,2023/12/03,8,85
SC43,2023/12/03,9,85
SC43,2023/12/03,10,85
SC43,2023/12/03,11,85
SC43,2023/12/03,12,85
SC43,2023/12/03,13,85
SC43,2023/12/03,14,85
SC43,2023/12/03,15,85
SC43,2023/12/03,16,85
SC43,2023/12/03,17,85
SC43,2023/12/03,18,85
SC43,2023/12/03,19,85
SC43,2023/12/03,20,85
SC43,2023/12/03,21,85
SC43,2023/12/03,22,85
SC43,2023/12/03,23,85
SC43,2023/12/04,0,85
SC43,2023/12/04,1,85
SC43,2023/12/04,2,85
SC43,2023/12/04,3,85
SC43,2023/12/04,4,85
SC43,2023/12/04,5,85
SC43,2023/12/04,6,85
SC43,2023/12/04,7,85
SC43,2023/12/04,8,85
SC43,2023/12/04,9,85
SC43,2023/12/04,10,85
SC43,2023/12/04,11,85
SC43,2023/12/04,12,85
SC43,2023/12/04,13,85
SC43,2023/12/04,14,85
SC43,2023/12/04,15,85
SC43,2023/12/04,16,85
SC43,2023/12/04,17,85
SC43,2023/12/04,18,85
SC43,2023/12/04,19,85
SC43,2023/12/04,20,85
SC43,2023/12/04,21,85
SC43,2023/12/04,22,85
SC43,2023/12/04,23,85
SC43,2023/12/05,0,85
SC43,2023/12/05,1,85
SC43,2023/12/05,2,85
SC43,2023/12/05,3,85
SC43,2023/12/05,4,85
SC43,2023/12/05,5,85
SC43,2023/12/05,6,85
SC43,2023/12/05,7,85
SC43,2023/12/05,8,85
SC43,2023/12/05,9,85
SC43,2023/12/05,10,85
SC43,2023/12/05,11,85
SC43,2023/12/05,12,85
SC43,2023/12/05,13,85
SC43,2023/12/05,14,85
SC43,2023/12/05,15,85
SC43,2023/12/05,16,85
SC43,2023/12/05,17,85
SC43,2023/12/05,18,85
SC43,2023/12/05,19,85
SC43,2023/12/05,20,85
SC43,2023/12/05,21,85
SC43,2023/12/05,22,85
SC43,2023/12/05,23,85
SC43,2023/12/06,0,85
SC43,2023/12/06,1,85
SC43,2023/12/06,2,85
SC43,2023/12/06,3,85
SC43,2023/12/06,4,85
SC43,2023/12/06,5,85
SC43,2023/12/06,6,85
SC43,2023/12/06,7,85
SC43,2023/12/06,8,85
SC43,2023/12/06,9,85
SC43,2023/12/06,10,85
SC43,2023/12/06,11,85
SC43,2023/12/06,12,85
SC43,2023/12/06,13,85
SC43,2023/12/06,14,85
SC43,2023/12/06,15,85
SC43,2023/12/06,16,85
SC43,2023/12/06,17,85
SC43,2023/12/06,18,85
SC43,2023/12/06,19,85
SC43,2023/12/06,20,85
SC43,2023/12/06,21,85
SC43,2023/12/06,22,85
SC43,2023/12/06,23,85
SC43,2023/12/07,0,85
SC43,2023/12/07,1,85
SC43,2023/12/07,2,85
SC43,2023/12/07,3,85
SC43,2023/12/07,4,85
SC43,2023/12/07,5,85
SC43,2023/12/07,6,85
SC43,2023/12/07,7,85
SC43,2023/12/07,8,85
SC43,2023/12/07,9,85
SC43,2023/12/07,10,85
SC43,2023/12/07,11,85
SC43,2023/12/07,12,85
SC43,2023/12/07,13,85
SC43,2023/12/07,14,85
SC43,2023/12/07,15,85
SC43,2023/12/07,16,85
SC43,2023/12/07,17,85
SC43,2023/12/07,18,85
SC43,2023/12/07,19,85
SC43,2023/12/07,20,85
SC43,2023/12/07,21,85
SC43,2023/12/07,22,85
SC43,2023/12/07,23,85
SC43,2023/12/08,0,85
SC43,2023/12/08,1,85
SC43,2023/12/08,2,85
SC43,2023/12/08,3,85
SC43,2023/12/08,4,85
SC43,2023/12/08,5,85
SC43,2023/12/08,6,85
SC43,2023/12/08,7,85
SC43,2023/12/08,8,85
SC43,2023/12/08,9,85
SC43,2023/12/08,10,85
SC43,2023/12/08,11,85
SC43,2023/12/08,12,85
SC43,2023/12/08,13,85
SC43,2023/12/08,14,85
SC43,2023/12/08,15,85
SC43,2023/12/08,16,85
SC43,2023/12/08,17,85
SC43,2023/12/08,18,85
SC43,2023/12/08,19,85
SC43,2023/12/08,20,85
SC43,2023/12/08,21,85
SC43,2023/12/08,22,85
SC43,2023/12/08,23,85
SC43,2023/12/09,0,85
SC43,2023/12/09,1,85
SC43,2023/12/09,2,85
SC43,2023/12/09,3,85
SC43,2023/12/09,4,85
SC43,2023/12/09,5,85
SC43,2023/12/09,6,85
SC43,2023/12/09,7,85
SC43,2023/12/09,8,85
SC43,2023/12/09,9,85
SC43,2023/12/09,10,85
SC43,2023/12/09,11,85
SC43,2023/12/09,12,85
SC43,2023/12/09,13,85
SC43,2023/12/09,14,85
SC43,2023/12/09,15,85
SC43,2023/12/09,16,85
SC43,2023/12/09,17,85
SC43,2023/12/09,18,85
SC43,2023/12/09,19,85
SC43,2023/12/09,20,85
SC43,2023/12/09,21,85
SC43,2023/12/09,22,85
SC43,2023/12/09,23,85
SC43,2023/12/10,0,85
SC43,2023/12/10,1,85
SC43,2023/12/10,2,85
SC43,2023/12/10,3,85
SC43,2023/12/10,4,85
SC43,2023/12/10,5,85
SC43,2023/12/10,6,85
SC43,2023/12/10,7,85
SC43,2023/12/10,8,85
SC43,2023/12/10,9,85
SC43,2023/12/10,10,85
SC43,2023/12/10,11,85
SC43,2023/12/10,12,85
SC43,2023/12/10,13,85
SC43,2023/12/10,14,85
SC43,2023/12/10,15,85
SC43,2023/12/10,16,85
SC43,2023/12/10,17,85
SC43,2023/12/10,18,85
SC43,2023/12/10,19,85
SC43,2023/12/10,20,85
SC43,2023/12/10,21,85
SC43,2023/12/10,22,85
SC43,2023/12/10,23,85
SC43,2023/12/11,0,85
SC43,2023/12/11,1,85
SC43,2023/12/11,2,85
SC43,2023/12/11,3,85
SC43,2023/12/11,4,85
SC43,2023/12/11,5,85
SC43,2023/12/11,6,85
SC43,2023/12/11,7,85
SC43,2023/12/11,8,85
SC43,2023/12/11,9,85
SC43,2023/12/11,10,85
SC43,2023/12/11,11,85
SC43,2023/12/11,12,85
SC43,2023/12/11,13,85
SC43,2023/12/11,14,85
SC43,2023/12/11,15,85
SC43,2023/12/11,16,85
SC43,2023/12/11,17,85
SC43,2023/12/11,18,85
SC43,2023/12/11,19,85
SC43,2023/12/11,20,85
SC43,2023/12/11,21,85
SC43,2023/12/11,22,85
SC43,2023/12/11,23,85
SC43,2023/12/12,0,85
SC43,2023/12/12,1,85
SC43,2023/12/12,2,85
SC43,2023/12/12,3,85
SC43,2023/12/12,4,85
SC43,2023/12/12,5,85
SC43,2023/12/12,6,85
SC43,2023/12/12,7,85
SC43,2023/12/12,8,85
SC43,2023/12/12,9,85
SC43,2023/12/12,10,85
SC43,2023/12/12,11,85
SC43,2023/12/12,12,85
SC43,2023/12/12,13,85
SC43,2023/12/12,14,85
SC43,2023/12/12,15,85
SC43,2023/12/12,16,85
SC43,2023/12/12,17,85
SC43,2023/12/12,18,85
SC43,2023/12/12,19,85
SC43,2023/12/12,20,85
SC43,2023/12/12,21,85
SC43,2023/12/12,22,85
SC43,2023/12/12,23,85
SC43,2023/12/13,0,85
SC43,2023/12/13,1,85
SC43,2023/12/13,2,85
SC43,2023/12/13,3,85
SC43,2023/12/13,4,85
SC43,2023/12/13,5,85
SC43,2023/12/13,6,85
SC43,2023/12/13,7,85
SC43,2023/12/13,8,85
SC43,2023/12/13,9,85
SC43,2023/12/13,10,85
SC43,2023/12/13,11,85
SC43,2023/12/13,12,85
SC43,2023/12/13,13,85
SC43,2023/12/13,14,85
SC43,2023/12/13,15,85
SC43,2023/12/13,16,85
SC43,2023/12/13,17,85
SC43,2023/12/13,18,85
SC43,2023/12/13,19,85
SC43,2023/12/13,20,85
SC43,2023/12/13,21,85
SC43,2023/12/13,22,85
SC43,2023/12/13,23,85
SC43,2023/12/14,0,85
SC43,2023/12/14,1,85
SC43,2023/12/14,2,85
SC43,2023/12/14,3,85
SC43,2023/12/14,4,85
SC43,2023/12/14,5,85
SC43,2023/12/14,6,85
SC43,2023/12/14,7,85
SC43,2023/12/14,8,85
SC43,2023/12/14,9,85
SC43,2023/12/14,10,85
SC43,2023/12/14,11,85
SC43,2023/12/14,12,85
SC43,2023/12/14,13,85
SC43,2023/12/14,14,85
SC43,2023/12/14,15,85
SC43,2023/12/14,16,85
SC43,2023/12/14,17,85
SC43,2023/12/14,18,85
SC43,2023/12/14,19,85
SC43,2023/12/14,20,85
SC43,2023/12/14,21,85
SC43,2023/12/14,22,85
SC43,2023/12/14,23,85
SC43,2023/12/15,0,85
SC43,2023/12/15,1,85
SC43,2023/12/15,2,85
SC43,2023/12/15,3,85
SC43,2023/12/15,4,85
SC43,2023/12/15,5,85
SC43,2023/12/15,6,85
SC43,2023/12/15,7,85
SC43,2023/12/15,8,85
SC43,2023/12/15,9,85
SC43,2023/12/15,10,85
SC43,2023/12/15,11,85
SC43,2023/12/15,12,85
SC43,2023/12/15,13,85
SC43,2023/12/15,14,85
SC43,2023/12/15,15,85
SC43,2023/12/15,16,85
SC43,2023/12/15,17,85
SC43,2023/12/15,18,85
SC43,2023/12/15,19,85
SC43,2023/12/15,20,85
SC43,2023/12/15,21,85
SC43,2023/12/15,22,85
SC43,2023/12/15,23,85
SC43,2023/12/16,0,85
SC43,2023/12/16,1,85
SC43,2023/12/16,2,85
SC43,2023/12/16,3,85
SC43,2023/12/16,4,85
SC43,2023/12/16,5,85
SC43,2023/12/16,6,85
SC43,2023/12/16,7,85
SC43,2023/12/16,8,85
SC43,2023/12/16,9,85
SC43,2023/12/16,10,85
SC43,2023/12/16,11,85
SC43,2023/12/16,12,85
SC43,2023/12/16,13,85
SC43,2023/12/16,14,85
SC43,2023/12/16,15,85
SC43,2023/12/16,16,85
SC43,2023/12/16,17,85
SC43,2023/12/16,18,85
SC43,2023/12/16,19,85
SC43,2023/12/16,20,85
SC43,2023/12/16,21,85
SC43,2023/12/16,22,85
SC43,2023/12/16,23,85
SC43,2023/12/17,0,85
SC43,2023/12/17,1,85
SC43,2023/12/17,2,85
SC43,2023/12/17,3,85
SC43,2023/12/17,4,85
SC43,2023/12/17,5,85
SC43,2023/12/17,6,85
SC43,2023/12/17,7,85
SC43,2023/12/17,8,85
SC43,2023/12/17,9,85
SC43,2023/12/17,10,85
SC43,2023/12/17,11,85
SC43,2023/12/17,12,85
SC43,2023/12/17,13,85
SC43,2023/12/17,14,85
SC43,2023/12/17,15,85
SC43,2023/12/17,16,85
SC43,2023/12/17,17,85
SC43,2023/12/17,18,85
SC43,2023/12/17,19,85
SC43,2023/12/17,20,85
SC43,2023/12/17,21,85
SC43,2023/12/17,22,85
SC43,2023/12/17,23,85
SC43,2023/12/18,0,85
SC43,2023/12/18,1,85
SC43,2023/12/18,2,85
SC43,2023/12/18,3,85
SC43,2023/12/18,4,85
SC43,2023/12/18,5,85
SC43,2023/12/18,6,85
SC43,2023/12/18,7,85
SC43,2023/12/18,8,85
SC43,2023/12/18,9,85
SC43,2023/12/18,10,85
SC43,2023/12/18,11,85
SC43,2023/12/18,12,85
SC43,2023/12/18,13,85
SC43,2023/12/18,14,85
SC43,2023/12/18,15,85
SC43,2023/12/18,16,85
SC43,2023/12/18,17,85
SC43,2023/12/18,18,85
SC43,2023/12/18,19,85
SC43,2023/12/18,20,85
SC43,2023/12/18,21,85
SC43,2023/12/18,22,85
SC43,2023/12/18,23,85
SC43,2023/12/19,0,85
SC43,2023/12/19,1,85
SC43,2023/12/19,2,85
SC43,2023/12/19,3,85
SC43,2023/12/19,4,85
SC43,2023/12/19,5,85
SC43,2023/12/19,6,85
SC43,2023/12/19,7,85
SC43,2023/12/19,8,85
SC43,2023/12/19,9,85
SC43,2023/12/19,10,85
SC43,2023/12/19,11,85
SC43,2023/12/19,12,85
SC43,2023/12/19,13,85
SC43,2023/12/19,14,85
SC43,2023/12/19,15,85
SC43,2023/12/19,16,85
SC43,2023/12/19,17,85
SC43,2023/12/19,18,85
SC43,2023/12/19,19,85
SC43,2023/12/19,20,85
SC43,2023/12/19,21,85
SC43,2023/12/19,22,85
SC43,2023/12/19,23,85
SC43,2023/12/20,0,85
SC43,2023/12/20,1,85
SC43,2023/12/20,2,85
SC43,2023/12/20,3,85
SC43,2023/12/20,4,85
SC43,2023/12/20,5,85
SC43,2023/12/20,6,85
SC43,2023/12/20,7,85
SC43,2023/12/20,8,85
SC43,2023/12/20,9,85
SC43,2023/12/20,10,85
SC43,2023/12/20,11,85
SC43,2023/12/20,12,85
SC43,2023/12/20,13,85
SC43,2023/12/20,14,85
SC43,2023/12/20,15,85
SC43,2023/12/20,16,85
SC43,2023/12/20,17,85
SC43,2023/12/20,18,85
SC43,2023/12/20,19,85
SC43,2023/12/20,20,85
SC43,2023/12/20,21,85
SC43,2023/12/20,22,85
SC43,2023/12/20,23,85
SC43,2023/12/21,0,85
SC43,2023/12/21,1,85
SC43,2023/12/21,2,85
SC43,2023/12/21,3,85
SC43,2023/12/21,4,85
SC43,2023/12/21,5,85
SC43,2023/12/21,6,85
SC43,2023/12/21,7,85
SC43,2023/12/21,8,85
SC43,2023/12/21,9,85
SC43,2023/12/21,10,85
SC43,2023/12/21,11,85
SC43,2023/12/21,12,85
SC43,2023/12/21,13,85
SC43,2023/12/21,14,85
SC43,2023/12/21,15,85
SC43,2023/12/21,16,85
SC43,2023/12/21,17,85
SC43,2023/12/21,18,85
SC43,2023/12/21,19,85
SC43,2023/12/21,20,85
SC43,2023/12/21,21,85
SC43,2023/12/21,22,85
SC43,2023/12/21,23,85
SC43,2023/12/22,0,85
SC43,2023/12/22,1,85
SC43,2023/12/22,2,85
SC43,2023/12/22,3,85
SC43,2023/12/22,4,85
SC43,2023/12/22,5,85
SC43,2023/12/22,6,85
SC43,2023/12/22,7,85
SC43,2023/12/22,8,85
SC43,2023/12/22,9,85
SC43,2023/12/22,10,85
SC43,2023/12/22,11,85
SC43,2023/12/22,12,85
SC43,2023/12/22,13,85
SC43,2023/12/22,14,85
SC43,2023/12/22,15,85
SC43,2023/12/22,16,85
SC43,2023/12/22,17,85
SC43,2023/12/22,18,85
SC43,2023/12/22,19,85
SC43,2023/12/22,20,85
SC43,2023/12/22,21,85
SC43,2023/12/22,22,85
SC43,2023/12/22,23,85
SC43,2023/12/23,0,85
SC43,2023/12/23,1,85
SC43,2023/12/23,2,85
SC43,2023/12/23,3,85
SC43,2023/12/23,4,85
SC43,2023/12/23,5,85
SC43,2023/12/23,6,85
SC43,2023/12/23,7,85
SC43,2023/12/23,8,85
SC43,2023/12/23,9,85
SC43,2023/12/23,10,85
SC43,2023/12/23,11,85
SC43,2023/12/23,12,85
SC43,2023/12/23,13,85
SC43,2023/12/23,14,85
SC43,2023/12/23,15,85
SC43,2023/12/23,16,85
SC43,2023/12/23,17,85
SC43,2023/12/23,18,85
SC43,2023/12/23,19,85
SC43,2023/12/23,20,85
SC43,2023/12/23,21,85
SC43,2023/12/23,22,85
SC43,2023/12/23,23,85
SC43,2023/12/24,0,85
SC43,2023/12/24,1,85
SC43,2023/12/24,2,85
SC43,2023/12/24,3,85
SC43,2023/12/24,4,85
SC43,2023/12/24,5,85
SC43,2023/12/24,6,85
SC43,2023/12/24,7,85
SC43,2023/12/24,8,85
SC43,2023/12/24,9,85
SC43,2023/12/24,10,85
SC43,2023/12/24,11,85
SC43,2023/12/24,12,85
SC43,2023/12/24,13,85
SC43,2023/12/24,14,85
SC43,2023/12/24,15,85
SC43,2023/12/24,16,85
SC43,2023/12/24,17,85
SC43,2023/12/24,18,85
SC43,2023/12/24,19,85
SC43,2023/12/24,20,85
SC43,2023/12/24,21,85
SC43,2023/12/24,22,85
SC43,2023/12/24,23,85
SC43,2023/12/25,0,85
SC43,2023/12/25,1,85
SC43,2023/12/25,2,85
SC43,2023/12/25,3,85
SC43,2023/12/25,4,85
SC43,2023/12/25,5,85
SC43,2023/12/25,6,85
SC43,2023/12/25,7,85
SC43,2023/12/25,8,85
SC43,2023/12/25,9,85
SC43,2023/12/25,10,85
SC43,2023/12/25,11,85
SC43,2023/12/25,12,85
SC43,2023/12/25,13,85
SC43,2023/12/25,14,85
SC43,2023/12/25,15,85
SC43,2023/12/25,16,85
SC43,2023/12/25,17,85
SC43,2023/12/25,18,85
SC43,2023/12/25,19,85
SC43,2023/12/25,20,85
SC43,2023/12/25,21,85
SC43,2023/12/25,22,85
SC43,2023/12/25,23,85
SC43,2023/12/26,0,85
SC43,2023/12/26,1,85
SC43,2023/12/26,2,85
SC43,2023/12/26,3,85
SC43,2023/12/26,4,85
SC43,2023/12/26,5,85
SC43,2023/12/26,6,85
SC43,2023/12/26,7,85
SC43,2023/12/26,8,85
SC43,2023/12/26,9,85
SC43,2023/12/26,10,85
SC43,2023/12/26,11,85
SC43,2023/12/26,12,85
SC43,2023/12/26,13,85
SC43,2023/12/26,14,85
SC43,2023/12/26,15,85
SC43,2023/12/26,16,85
SC43,2023/12/26,17,85
SC43,2023/12/26,18,85
SC43,2023/12/26,19,85
SC43,2023/12/26,20,85
SC43,2023/12/26,21,85
SC43,2023/12/26,22,85
SC43,2023/12/26,23,85
SC43,2023/12/27,0,85
SC43,2023/12/27,1,85
SC43,2023/12/27,2,85
SC43,2023/12/27,3,85
SC43,2023/12/27,4,85
SC43,2023/12/27,5,85
SC43,2023/12/27,6,85
SC43,2023/12/27,7,85
SC43,2023/12/27,8,85
SC43,2023/12/27,9,85
SC43,2023/12/27,10,85
SC43,2023/12/27,11,85
SC43,2023/12/27,12,85
SC43,2023/12/27,13,85
SC43,2023/12/27,14,85
SC43,2023/12/27,15,85
SC43,2023/12/27,16,85
SC43,2023/12/27,17,85
SC43,2023/12/27,18,85
SC43,2023/12/27,19,85
SC43,2023/12/27,20,85
SC43,2023/12/27,21,85
SC43,2023/12/27,22,85
SC43,2023/12/27,23,85
SC43,2023/12/28,0,85
SC43,2023/12/28,1,85
SC43,2023/12/28,2,85
SC43,2023/12/28,3,85
SC43,2023/12/28,4,85
SC43,2023/12/28,5,85
SC43,2023/12/28,6,85
SC43,2023/12/28,7,85
SC43,2023/12/28,8,85
SC43,2023/12/28,9,85
SC43,2023/12/28,10,85
SC43,2023/12/28,11,85
SC43,2023/12/28,12,85
SC43,2023/12/28,13,85
SC43,2023/12/28,14,85
SC43,2023/12/28,15,85
SC43,2023/12/28,16,85
SC43,2023/12/28,17,85
SC43,2023/12/28,18,85
SC43,2023/12/28,19,85
SC43,2023/12/28,20,85
SC43,2023/12/28,21,85
SC43,2023/12/28,22,85
SC43,2023/12/28,23,85
SC43,2023/12/29,0,85
SC43,2023/12/29,1,85
SC43,2023/12/29,2,85
SC43,2023/12/29,3,85
SC43,2023/12/29,4,85
SC43,2023/12/29,5,85
SC43,2023/12/29,6,85
SC43,2023/12/29,7,85
SC43,2023/12/29,8,85
SC43,2023/12/29,9,85
SC43,2023/12/29,10,85
SC43,2023/12/29,11,85
SC43,2023/12/29,12,85
SC43,2023/12/29,13,85
SC43,2023/12/29,14,85
SC43,2023/12/29,15,85
SC43,2023/12/29,16,85
SC43,2023/12/29,17,85
SC43,2023/12/29,18,85
SC43,2023/12/29,19,85
SC43,2023/12/29,20,85
SC43,2023/12/29,21,85
SC43,2023/12/29,22,85
SC43,2023/12/29,23,85
SC43,2023/12/30,0,85
SC43,2023/12/30,1,85
SC43,2023/12/30,2,85
SC43,2023/12/30,3,85
SC43,2023/12/30,4,85
SC43,2023/12/30,5,85
SC43,2023/12/30,6,85
SC43,2023/12/30,7,85
SC43,2023/12/30,8,85
SC43,2023/12/30,9,85
SC43,2023/12/30,10,85
SC43,2023/12/30,11,85
SC43,2023/12/30,12,85
SC43,2023/12/30,13,85
SC43,2023/12/30,14,85
SC43,2023/12/30,15,85
SC43,2023/12/30,16,85
SC43,2023/12/30,17,85
SC43,2023/12/30,18,85
SC43,2023/12/30,19,85
SC43,2023/12/30,20,85
SC43,2023/12/30,21,85
SC43,2023/12/30,22,85
SC43,2023/12/30,23,85
SC12,2023/12/01,0,175
SC12,2023/12/01,1,248
SC12,2023/12/01,2,316
SC12,2023/12/01,3,270
SC12,2023/12/01,4,259
SC12,2023/12/01,5,284
SC12,2023/12/01,6,288
SC12,2023/12/01,7,299
SC12,2023/12/01,8,258
SC12,2023/12/01,9,240
SC12,2023/12/01,10,315
SC12,2023/12/01,11,318
SC12,2023/12/01,12,272
SC12,2023/12/01,13,235
SC12,2023/12/01,14,261
SC12,2023/12/01,15,312
SC12,2023/12/01,16,282
SC12,2023/12/01,17,266
SC12,2023/12/01,18,267
SC12,2023/12/01,19,286
SC12,2023/12/01,20,306
SC12,2023/12/01,21,259
SC12,2023/12/01,22,264
SC12,2023/12/01,23,308
SC12,2023/12/02,0,317
SC12,2023/12/02,1,293
SC12,2023/12/02,2,253
SC12,2023/12/02,3,287
SC12,2023/12/02,4,295
SC12,2023/12/02,5,278
SC12,2023/12/02,6,275
SC12,2023/12/02,7,267
SC12,2023/12/02,8,296
SC12,2023/12/02,9,308
SC12,2023/12/02,10,257
SC12,2023/12/02,11,254
SC12,2023/12/02,12,286
SC12,2023/12/02,13,312
SC12,2023/12/02,14,294
SC12,2023/12/02,15,259
SC12,2023/12/02,16,279
SC12,2023/12/02,17,290
SC12,2023/12/02,18,290
SC12,2023/12/02,19,276
SC12,2023/12/02,20,263
SC12,2023/12/02,21,295
SC12,2023/12/02,22,292
SC12,2023/12/02,23,261
SC12,2023/12/03,0,255
SC12,2023/12/03,1,272
SC12,2023/12/03,2,299
SC12,2023/12/03,3,276
SC12,2023/12/03,4,270
SC12,2023/12/03,5,282
SC12,2023/12/03,6,284
SC12,2023/12/03,7,289
SC12,2023/12/03,8,270
SC12,2023/12/03,9,262
SC12,2023/12/03,10,296
SC12,2023/12/03,11,298
SC12,2023/12/03,12,277
SC12,2023/12/03,13,259
SC12,2023/12/03,14,271
SC12,2023/12/03,15,295
SC12,2023/12/03,16,281
SC12,2023/12/03,17,274
SC12,2023/12/03,18,274
SC12,2023/12/03,19,283
SC12,2023/12/03,20,292
SC12,2023/12/03,21,270
SC12,2023/12/03,22,273
SC12,2023/12/03,23,293
SC12,2023/12/04,0,298
SC12,2023/12/04,1,286
SC12,2023/12/04,2,268
SC12,2023/12/04,3,283
SC12,2023/12/04,4,287
SC12,2023/12/04,5,279
SC12,2023/12/04,6,278
SC12,2023/12/04,7,274
SC12,2023/12/04,8,288
SC12,2023/12/04,9,293
SC12,2023/12/04,10,269
SC12,2023/12/04,11,268
SC12,2023/12/04,12,283
SC12,2023/12/04,13,295
SC12,2023/12/04,14,287
SC12,2023/12/04,15,270
SC12,2023/12/04,16,280
SC12,2023/12/04,17,285
SC12,2023/12/04,18,285
SC12,2023/12/04,19,278
SC12,2023/12/04,20,272
SC12,2023/12/04,21,287
SC12,2023/12/04,22,286
SC12,2023/12/04,23,272
SC12,2023/12/05,0,269
SC12,2023/12/05,1,276
SC12,2023/12/05,2,289
SC12,2023/12/05,3,278
SC12,2023/12/05,4,276
SC12,2023/12/05,5,281
SC12,2023/12/05,6,282
SC12,2023/12/05,7,285
SC12,2023/12/05,8,276
SC12,2023/12/05,9,272
SC12,2023/12/05,10,288
SC12,2023/12/05,11,289
SC12,2023/12/05,12,279
SC12,2023/12/05,13,270
SC12,2023/12/05,14,276
SC12,2023/12/05,15,287
SC12,2023/12/05,16,281
SC12,2023/12/05,17,277
SC12,2023/12/05,18,277
SC12,2023/12/05,19,282
SC12,2023/12/05,20,286
SC12,2023/12/05,21,276
SC12,2023/12/05,22,277
SC12,2023/12/05,23,286
SC12,2023/12/06,0,288
SC12,2023/12/06,1,283
SC12,2023/12/06,2,274
SC12,2023/12/06,3,282
SC12,2023/12/06,4,284
SC12,2023/12/06,5,280
SC12,2023/12/06,6,279
SC12,2023/12/06,7,278
SC12,2023/12/06,8,284
SC12,2023/12/06,9,286
SC12,2023/12/06,10,275
SC12,2023/12/06,11,275
SC12,2023/12/06,12,282
SC12,2023/12/06,13,287
SC12,2023/12/06,14,283
SC12,2023/12/06,15,276
SC12,2023/12/06,16,280
SC12,2023/12/06,17,283
SC12,2023/12/06,18,282
SC12,2023/12/06,19,280
SC12,2023/12/06,20,277
SC12,2023/12/06,21,284
SC12,2023/12/06,22,283
SC12,2023/12/06,23,276
SC12,2023/12/07,0,275
SC12,2023/12/07,1,279
SC12,2023/12/07,2,285
SC12,2023/12/07,3,279
SC12,2023/12/07,4,278
SC12,2023/12/07,5,281
SC12,2023/12/07,6,281
SC12,2023/12/07,7,282
SC12,2023/12/07,8,278
SC12,2023/12/07,9,276
SC12,2023/12/07,10,284
SC12,2023/12/07,11,284
SC12,2023/12/07,12,280
SC12,2023/12/07,13,276
SC12,2023/12/07,14,278
SC12,2023/12/07,15,284
SC12,2023/12/07,16,281
SC12,2023/12/07,17,279
SC12,2023/12/07,18,279
SC12,2023/12/07,19,281
SC12,2023/12/07,20,283
SC12,2023/12/07,21,278
SC12,2023/12/07,22,279
SC12,2023/12/07,23,283
SC12,2023/12/08,0,284
SC12,2023/12/08,1,282
SC12,2023/12/08,2,278
SC12,2023/12/08,3,281
SC12,2023/12/08,4,282
SC12,2023/12/08,5,280
SC12,2023/12/08,6,280
SC12,2023/12/08,7,279
SC12,2023/12/08,8,282
SC12,2023/12/08,9,283
SC12,2023/12/08,10,278
SC12,2023/12/08,11,278
SC12,2023/12/08,12,281
SC12,2023/12/08,13,284
SC12,2023/12/08,14,282
SC12,2023/12/08,15,278
SC12,2023/12/08,16,280
SC12,2023/12/08,17,281
SC12,2023/12/08,18,281
SC12,2023/12/08,19,280
SC12,2023/12/08,20,279
SC12,2023/12/08,21,282
SC12,2023/12/08,22,282
SC12,2023/12/08,23,278
SC12,2023/12/09,0,278
SC12,2023/12/09,1,280
SC12,2023/12/09,2,282
SC12,2023/12/09,3,280
SC12,2023/12/09,4,279
SC12,2023/12/09,5,281
SC12,2023/12/09,6,281
SC12,2023/12/09,7,281
SC12,2023/12/09,8,279
SC12,2023/12/09,9,278
SC12,2023/12/09,10,282
SC12,2023/12/09,11,282
SC12,2023/12/09,12,280
SC12,2023/12/09,13,278
SC12,2023/12/09,14,279
SC12,2023/12/09,15,282
SC12,2023/12/09,16,280
SC12,2023/12/09,17,280
SC12,2023/12/09,18,280
SC12,2023/12/09,19,281
